UF;cod;mun;ano;IDEB
MG;3142403;Moema;2011;4,9
MG;3142502;Monjolos;2011;3,9
MG;3142601;Monsenhor Paulo;2011;5,3
MG;3142700;Montalvânia;2011;3,9
MG;3142809;Monte Alegre de Minas;2011;4,7
MG;3142908;Monte Azul;2011;4,5
MG;3143005;Monte Belo;2011;5,2
MG;3143104;Monte Carmelo;2011;4,9
MG;3143153;Monte Formoso;2011;-
MG;3143203;Monte Santo de Minas;2011;4,9
MG;3143302;Montes Claros;2011;4,4
MG;3143401;Monte Sião;2011;4,9
MG;3143450;Montezuma;2011;3,4
MG;3143500;Morada Nova de Minas;2011;5
MG;3143609;Morro da Garça;2011;4,2
MG;3143708;Morro do Pilar;2011;3
MG;3143807;Munhoz;2011;4,2
MG;3143906;Muriaé;2011;4,9
MG;3144003;Mutum;2011;4,9
MG;3144102;Muzambinho;2011;5,2
MG;3144201;Nacip Raydan;2011;4
MG;3144300;Nanuque;2011;3,5
MG;3144359;Naque;2011;3
MG;3144375;Natalândia;2011;3,5
MG;3144409;Natércia;2011;5,4
MG;3144508;Nazareno;2011;5
MG;3144607;Nepomuceno;2011;4,3
MG;3144656;Ninheira;2011;3,7
MG;3144672;Nova Belém;2011;4,1
MG;3144706;Nova Era;2011;4,8
MG;3144805;Nova Lima;2011;3,6
MG;3144904;Nova Módica;2011;3,9
MG;3145000;Nova Ponte;2011;5
MG;3145059;Nova Porteirinha;2011;4
MG;3145109;Nova Resende;2011;5,2
MG;3145208;Nova Serrana;2011;4,9
MG;3145307;Novo Cruzeiro;2011;3,9
MG;3145356;Novo Oriente de Minas;2011;3,4
MG;3145372;Novorizonte;2011;4,8
MG;3145406;Olaria;2011;4,6
MG;3145455;Olhos-d'Água;2011;4,4
MG;3145505;Olímpio Noronha;2011;5,1
MG;3145604;Oliveira;2011;4,7
MG;3145703;Oliveira Fortes;2011;5,5
MG;3145802;Onça de Pitangui;2011;4,6
MG;3145851;Oratórios;2011;3,5
MG;3145877;Orizânia;2011;3,7
MG;3145901;Ouro Branco;2011;4,6
MG;3146008;Ouro Fino;2011;5,2
MG;3146107;Ouro Preto;2011;4,6
MG;3146206;Ouro Verde de Minas;2011;3,6
MG;3146255;Padre Carvalho;2011;3,8
MG;3146305;Padre Paraíso;2011;3,9
MG;3146404;Paineiras;2011;5,5
MG;3146503;Pains;2011;5,1
MG;3146552;Pai Pedro;2011;3,7
MG;3146602;Paiva;2011;4,4
MG;3146701;Palma;2011;4,7
MG;3146750;Palmópolis;2011;3,4
MG;3146909;Papagaios;2011;4,1
MG;3147006;Paracatu;2011;4,4
MG;3147105;Pará de Minas;2011;4,3
MG;3147204;Paraguaçu;2011;4,4
MG;3147303;Paraisópolis;2011;5
MG;3147402;Paraopeba;2011;4,7
MG;3147501;Passabém;2011;4,2
MG;3147600;Passa Quatro;2011;4,6
MG;3147709;Passa Tempo;2011;4,8
MG;3147808;Passa Vinte;2011;5
MG;3147907;Passos;2011;4,6
MG;3147956;Patis;2011;3,9
MG;3148004;Patos de Minas;2011;5,2
MG;3148103;Patrocínio;2011;4,7
MG;3148202;Patrocínio do Muriaé;2011;3,7
MG;3148301;Paula Cândido;2011;5,1
MG;3148400;Paulistas;2011;4
MG;3148509;Pavão;2011;4,2
MG;3148608;Peçanha;2011;4,5
MG;3148707;Pedra Azul;2011;3,9
MG;3148756;Pedra Bonita;2011;3,8
MG;3148806;Pedra do Anta;2011;4
MG;3148905;Pedra do Indaiá;2011;5,6
MG;3149002;Pedra Dourada;2011;5,1
MG;3149101;Pedralva;2011;5
MG;3149150;Pedras de Maria da Cruz;2011;3,3
MG;3149200;Pedrinópolis;2011;4,7
MG;3149309;Pedro Leopoldo;2011;4,4
MG;3149408;Pedro Teixeira;2011;5,5
MG;3149507;Pequeri;2011;4,2
MG;3149606;Pequi;2011;3,1
MG;3149705;Perdigão;2011;4,6
MG;3149804;Perdizes;2011;5,6
MG;3149903;Perdões;2011;4,7
MG;3149952;Periquito;2011;3,3
MG;3150000;Pescador;2011;4,4
MG;3150109;Piau;2011;2,6
MG;3150158;Piedade de Caratinga;2011;3,8
MG;3150208;Piedade de Ponte Nova;2011;4,9
MG;3150307;Piedade do Rio Grande;2011;4,8
MG;3150406;Piedade dos Gerais;2011;4,6
MG;3150505;Pimenta;2011;5,6
MG;3150539;Pingo d'Água;2011;5,5
MG;3150570;Pintópolis;2011;3,4
MG;3150604;Piracema;2011;4,4
MG;3150703;Pirajuba;2011;4,8
MG;3150802;Piranga;2011;4,4
MG;3150901;Piranguçu;2011;4,2
MG;3151008;Piranguinho;2011;4,2
MG;3151107;Pirapetinga;2011;4,9
MG;3151206;Pirapora;2011;4,2
MG;3151305;Piraúba;2011;4,3
MG;3151404;Pitangui;2011;4,1
MG;3151503;Piumhi;2011;5
MG;3151602;Planura;2011;3
MG;3151701;Poço Fundo;2011;5,5
MG;3151800;Poços de Caldas;2011;4,9
MG;3151909;Pocrane;2011;5,1
MG;3152006;Pompéu;2011;4,9
MG;3152105;Ponte Nova;2011;3,9
MG;3152131;Ponto Chique;2011;4,9
MG;3152170;Ponto dos Volantes;2011;3,7
MG;3152204;Porteirinha;2011;3,9
MG;3152303;Porto Firme;2011;4,3
MG;3152402;Poté;2011;4
MG;3152501;Pouso Alegre;2011;4,7
MG;3152600;Pouso Alto;2011;4,7
MG;3152709;Prados;2011;4,8
MG;3152808;Prata;2011;4,7
MG;3152907;Pratápolis;2011;4,4
MG;3153004;Pratinha;2011;5,6
MG;3153103;Presidente Bernardes;2011;5,1
MG;3153202;Presidente Juscelino;2011;4,4
MG;3153301;Presidente Kubitschek;2011;4,8
MG;3153400;Presidente Olegário;2011;5,7
MG;3153509;Alto Jequitibá;2011;4,1
MG;3153608;Prudente de Morais;2011;4,4
MG;3153707;Quartel Geral;2011;5,1
MG;3153806;Queluzito;2011;4,6
MG;3153905;Raposos;2011;4,6
MG;3154002;Raul Soares;2011;5,1
MG;3154101;Recreio;2011;4,6
MG;3154150;Reduto;2011;4,5
MG;3154200;Resende Costa;2011;4,5
MG;3154309;Resplendor;2011;4,6
MG;3154408;Ressaquinha;2011;4,6
MG;3154457;Riachinho;2011;4,2
MG;3154507;Riacho dos Machados;2011;3,8
MG;3154606;Ribeirão das Neves;2011;3,8
MG;3154705;Ribeirão Vermelho;2011;4,8
MG;3154804;Rio Acima;2011;4,5
MG;3154903;Rio Casca;2011;3,8
MG;3155009;Rio Doce;2011;5,3
MG;3155108;Rio do Prado;2011;3,9
MG;3155207;Rio Espera;2011;4,3
MG;3155306;Rio Manso;2011;4,3
MG;3155405;Rio Novo;2011;4
MG;3155504;Rio Paranaíba;2011;5,4
MG;3155603;Rio Pardo de Minas;2011;3,8
MG;3155702;Rio Piracicaba;2011;4,3
MG;3155801;Rio Pomba;2011;4,2
MG;3155900;Rio Preto;2011;4,1
MG;3156007;Rio Vermelho;2011;3,9
MG;3156106;Ritápolis;2011;5,5
MG;3156205;Rochedo de Minas;2011;4,3
MG;3156304;Rodeiro;2011;4,3
MG;3156403;Romaria;2011;5
MG;3156452;Rosário da Limeira;2011;4,9
MG;3156502;Rubelita;2011;3,7
MG;3156601;Rubim;2011;4,2
MG;3156700;Sabará;2011;4,3
MG;3156809;Sabinópolis;2011;4,5
MG;3156908;Sacramento;2011;4,8
MG;3157005;Salinas;2011;4,4
MG;3157104;Salto da Divisa;2011;3,6
MG;3157203;Santa Bárbara;2011;4,6
MG;3157252;Santa Bárbara do Leste;2011;4,7
MG;3157278;Santa Bárbara do Monte Verde;2011;4,5
MG;3157302;Santa Bárbara do Tugúrio;2011;4,8
MG;3157336;Santa Cruz de Minas;2011;2,5
MG;3157377;Santa Cruz de Salinas;2011;3,6
MG;3157401;Santa Cruz do Escalvado;2011;4,7
MG;3157500;Santa Efigênia de Minas;2011;3,4
MG;3157609;Santa Fé de Minas;2011;4,1
MG;3157658;Santa Helena de Minas;2011;4,6
MG;3157708;Santa Juliana;2011;3,6
MG;3157807;Santa Luzia;2011;4
MG;3157906;Santa Margarida;2011;4,1
MG;3158003;Santa Maria de Itabira;2011;4,4
MG;3158102;Santa Maria do Salto;2011;3,4
MG;3158201;Santa Maria do Suaçuí;2011;4,6
MG;3158300;Santana da Vargem;2011;5
MG;3158409;Santana de Cataguases;2011;5,1
MG;3158508;Santana de Pirapama;2011;4,2
MG;3158607;Santana do Deserto;2011;5,3
MG;3158706;Santana do Garambéu;2011;5,1
MG;3158805;Santana do Jacaré;2011;4,8
MG;3158904;Santana do Manhuaçu;2011;3,8
MG;3158953;Santana do Paraíso;2011;4,3
MG;3159001;Santana do Riacho;2011;4,5
MG;3159100;Santana dos Montes;2011;4,3
MG;3159209;Santa Rita de Caldas;2011;5,2
MG;3159308;Santa Rita de Jacutinga;2011;-
MG;3159357;Santa Rita de Minas;2011;4
MG;3159407;Santa Rita de Ibitipoca;2011;4,1
MG;3159506;Santa Rita do Itueto;2011;4,3
MG;3159605;Santa Rita do Sapucaí;2011;5,1
MG;3159704;Santa Rosa da Serra;2011;5,6
MG;3159803;Santa Vitória;2011;4,9
MG;3159902;Santo Antônio do Amparo;2011;4,4
MG;3160009;Santo Antônio do Aventureiro;2011;5,4
MG;3160108;Santo Antônio do Grama;2011;4,8
MG;3160207;Santo Antônio do Itambé;2011;4
MG;3160306;Santo Antônio do Jacinto;2011;3,8
MG;3160405;Santo Antônio do Monte;2011;4,8
MG;3160454;Santo Antônio do Retiro;2011;3,9
MG;3160504;Santo Antônio do Rio Abaixo;2011;4
MG;3160603;Santo Hipólito;2011;5,2
MG;3160702;Santos Dumont;2011;4,4
MG;3160801;São Bento Abade;2011;4,4
MG;3160900;São Brás do Suaçuí;2011;4,3
MG;3160959;São Domingos das Dores;2011;4,4
MG;3161007;São Domingos do Prata;2011;4,9
MG;3161056;São Félix de Minas;2011;4
MG;3161106;São Francisco;2011;4
MG;3161205;São Francisco de Paula;2011;5,2
MG;3161304;São Francisco de Sales;2011;4,1
MG;3161403;São Francisco do Glória;2011;4,8
MG;3161502;São Geraldo;2011;4
MG;3161601;São Geraldo da Piedade;2011;4,8
MG;3161650;São Geraldo do Baixio;2011;3,2
MG;3161700;São Gonçalo do Abaeté;2011;4,7
MG;3161809;São Gonçalo do Pará;2011;5,3
MG;3161908;São Gonçalo do Rio Abaixo;2011;4
MG;3162005;São Gonçalo do Sapucaí;2011;4,6
MG;3162104;São Gotardo;2011;5,1
MG;3162203;São João Batista do Glória;2011;5,2
MG;3162252;São João da Lagoa;2011;5
MG;3162302;São João da Mata;2011;-
MG;3162401;São João da Ponte;2011;3,8
MG;3162450;São João das Missões;2011;3,8
MG;3162500;São João del Rei;2011;4,7
MG;3162559;São João do Manhuaçu;2011;3,7
MG;3162575;São João do Manteninha;2011;4,7
MG;3162609;São João do Oriente;2011;4
MG;3162658;São João do Pacuí;2011;4,4
MG;3162708;São João do Paraíso;2011;4,8
MG;3162807;São João Evangelista;2011;4,5
MG;3162906;São João Nepomuceno;2011;3,5
MG;3162922;São Joaquim de Bicas;2011;3,7
MG;3162948;São José da Barra;2011;4,6
MG;3162955;São José da Lapa;2011;3,9
MG;3163003;São José da Safira;2011;4,5
MG;3163102;São José da Varginha;2011;4,3
MG;3163201;São José do Alegre;2011;5,3
MG;3163300;São José do Divino;2011;4
MG;3163409;São José do Goiabal;2011;4,5
MG;3163508;São José do Jacuri;2011;3,9
MG;3163607;São José do Mantimento;2011;4,3
MG;3163706;São Lourenço;2011;4,6
MG;3163805;São Miguel do Anta;2011;4,7
MG;3163904;São Pedro da União;2011;4,4
MG;3164001;São Pedro dos Ferros;2011;3,6
MG;3164100;São Pedro do Suaçuí;2011;4
MG;3164209;São Romão;2011;3,7
MG;3164308;São Roque de Minas;2011;4,5
MG;3164407;São Sebastião da Bela Vista;2011;3,8
MG;3164431;São Sebastião da Vargem Alegre;2011;4,8
MG;3164472;São Sebastião do Anta;2011;4,2
MG;3164506;São Sebastião do Maranhão;2011;4,6
MG;3164605;São Sebastião do Oeste;2011;5,1
MG;3164704;São Sebastião do Paraíso;2011;5,1
MG;3164803;São Sebastião do Rio Preto;2011;-
MG;3164902;São Sebastião do Rio Verde;2011;5,3
MG;3165008;São Tiago;2011;4,7
MG;3165107;São Tomás de Aquino;2011;5,4
MG;3165206;São Thomé das Letras;2011;4,6
MG;3165305;São Vicente de Minas;2011;5,2
MG;3165404;Sapucaí-Mirim;2011;5,8
MG;3165503;Sardoá;2011;4
MG;3165537;Sarzedo;2011;3,8
MG;3165552;Setubinha;2011;4,6
MG;3165560;Sem-Peixe;2011;4,9
MG;3165578;Senador Amaral;2011;4,3
MG;3165602;Senador Cortes;2011;5,4
MG;3165701;Senador Firmino;2011;5,1
MG;3165800;Senador José Bento;2011;5,8
MG;3165909;Senador Modestino Gonçalves;2011;4,3
MG;3166006;Senhora de Oliveira;2011;4,7
MG;3166105;Senhora do Porto;2011;3,5
MG;3166204;Senhora dos Remédios;2011;4,6
MG;3166303;Sericita;2011;3,5
MG;3166402;Seritinga;2011;4,8
MG;3166501;Serra Azul de Minas;2011;4,4
MG;3166600;Serra da Saudade;2011;-
MG;3166709;Serra dos Aimorés;2011;3,7
MG;3166808;Serra do Salitre;2011;4,3
MG;3166907;Serrania;2011;5
MG;3166956;Serranópolis de Minas;2011;3,6
MG;3167004;Serranos;2011;4,4
MG;3167103;Serro;2011;4,4
MG;3167202;Sete Lagoas;2011;4,4
MG;3167301;Silveirânia;2011;5,2
MG;3167400;Silvianópolis;2011;4,2
MG;3167509;Simão Pereira;2011;4,2
MG;3167608;Simonésia;2011;3,9
MG;3167707;Sobrália;2011;3,3
MG;3167806;Soledade de Minas;2011;4,8
MG;3167905;Tabuleiro;2011;5,2
MG;3168002;Taiobeiras;2011;4,4
MG;3168051;Taparuba;2011;3,9
MG;3168101;Tapira;2011;5,3
MG;3168200;Tapiraí;2011;-
MG;3168309;Taquaraçu de Minas;2011;5,2
MG;3168408;Tarumirim;2011;4,3
MG;3168507;Teixeiras;2011;5,6
MG;3168606;Teófilo Otoni;2011;4,1
MG;3168705;Timóteo;2011;4,9
MG;3168804;Tiradentes;2011;3,5
MG;3168903;Tiros;2011;4,9
MG;3169000;Tocantins;2011;4,4
MG;3169059;Tocos do Moji;2011;5,9
MG;3169109;Toledo;2011;4,5
MG;3169208;Tombos;2011;3,6
MG;3169307;Três Corações;2011;4,2
MG;3169356;Três Marias;2011;5,1
MG;3169406;Três Pontas;2011;4,6
MG;3169505;Tumiritinga;2011;3,7
MG;3169604;Tupaciguara;2011;4,9
MG;3169703;Turmalina;2011;4,8
MG;3169802;Turvolândia;2011;5,1
MG;3169901;Ubá;2011;4,5
MG;3170008;Ubaí;2011;3,7
MG;3170057;Ubaporanga;2011;4,5
MG;3170107;Uberaba;2011;4,6
MG;3170206;Uberlândia;2011;4,8
MG;3170305;Umburatiba;2011;-
MG;3170404;Unaí;2011;4,3
MG;3170438;União de Minas;2011;4,5
MG;3170479;Uruana de Minas;2011;4,5
MG;3170503;Urucânia;2011;4
MG;3170529;Urucuia;2011;4
MG;3170578;Vargem Alegre;2011;4,5
MG;3170602;Vargem Bonita;2011;4,8
MG;3170651;Vargem Grande do Rio Pardo;2011;4,5
MG;3170701;Varginha;2011;4,7
MG;3170750;Varjão de Minas;2011;4,2
MG;3170800;Várzea da Palma;2011;4
MG;3170909;Varzelândia;2011;4,4
MG;3171006;Vazante;2011;4,8
MG;3171030;Verdelândia;2011;3,3
MG;3171071;Veredinha;2011;4,6
MG;3171105;Veríssimo;2011;4,4
MG;3171154;Vermelho Novo;2011;4,2
MG;3171204;Vespasiano;2011;3,9
MG;3171303;Viçosa;2011;4,3
MG;3171402;Vieiras;2011;5
MG;3171501;Mathias Lobato;2011;3
MG;3171600;Virgem da Lapa;2011;4,2
MG;3171709;Virgínia;2011;4,9
MG;3171808;Virginópolis;2011;4
MG;3171907;Virgolândia;2011;4,6
MG;3172004;Visconde do Rio Branco;2011;3,6
MG;3172103;Volta Grande;2011;4,4
MG;3172202;Wenceslau Braz;2011;4,8
MG;3100104;Abadia dos Dourados;2013;5,6
MG;3100203;Abaeté;2013;4,4
MG;3100302;Abre Campo;2013;5,2
MG;3100401;Acaiaca;2013;4,8
MG;3100500;Açucena;2013;4,5
MG;3100609;Água Boa;2013;4,4
MG;3100708;Água Comprida;2013;4,5
MG;3100807;Aguanil;2013;4,8
MG;3100906;Águas Formosas;2013;4,2
MG;3101003;Águas Vermelhas;2013;4,6
MG;3101102;Aimorés;2013;4,7
MG;3101201;Aiuruoca;2013;5,8
MG;3101300;Alagoa;2013;4,7
MG;3101409;Albertina;2013;5,9
MG;3101508;Além Paraíba;2013;4,3
MG;3101607;Alfenas;2013;4,5
MG;3101631;Alfredo Vasconcelos;2013;5,1
MG;3101706;Almenara;2013;3,9
MG;3101805;Alpercata;2013;4,6
MG;3101904;Alpinópolis;2013;5,1
MG;3102001;Alterosa;2013;5,1
MG;3102050;Alto Caparaó;2013;4,9
MG;3102100;Alto Rio Doce;2013;4,9
MG;3102209;Alvarenga;2013;4,3
MG;3102308;Alvinópolis;2013;4,9
MG;3102407;Alvorada de Minas;2013;4,2
MG;3102506;Amparo do Serra;2013;4,5
MG;3102605;Andradas;2013;5,5
MG;3102704;Cachoeira de Pajeú;2013;4,8
MG;3102803;Andrelândia;2013;4,7
MG;3102852;Angelândia;2013;5,1
MG;3102902;Antônio Carlos;2013;4,7
MG;3103009;Antônio Dias;2013;4,5
MG;3103108;Antônio Prado de Minas;2013;6,1
MG;3103207;Araçaí;2013;4,7
MG;3103306;Aracitaba;2013;5,3
MG;3103405;Araçuaí;2013;4,4
MG;3103504;Araguari;2013;5,1
MG;3103603;Arantina;2013;5,2
MG;3103702;Araponga;2013;6,1
MG;3103751;Araporã;2013;4,9
MG;3103801;Arapuá;2013;5,4
MG;3103900;Araújos;2013;5,4
MG;3104007;Araxá;2013;5,4
MG;3104106;Arceburgo;2013;5,2
MG;3104205;Arcos;2013;5,2
MG;3104304;Areado;2013;6
MG;3104403;Argirita;2013;4,7
MG;3104452;Aricanduva;2013;4,7
MG;3104502;Arinos;2013;4
MG;3104601;Astolfo Dutra;2013;-
MG;3104700;Ataléia;2013;4,3
MG;3104809;Augusto de Lima;2013;5,1
MG;3104908;Baependi;2013;4,5
MG;3105004;Baldim;2013;5
MG;3105103;Bambuí;2013;4,8
MG;3105202;Bandeira;2013;3,7
MG;3105301;Bandeira do Sul;2013;5
MG;3105400;Barão de Cocais;2013;4,5
MG;3105509;Barão de Monte Alto;2013;5,1
MG;3105608;Barbacena;2013;4,7
MG;3105707;Barra Longa;2013;4,8
MG;3105905;Barroso;2013;4,9
MG;3106002;Bela Vista de Minas;2013;5
MG;3106101;Belmiro Braga;2013;4,7
MG;3106200;Belo Horizonte;2013;4,4
MG;3106309;Belo Oriente;2013;4,7
MG;3106408;Belo Vale;2013;4,2
MG;3106507;Berilo;2013;5,9
MG;3106606;Bertópolis;2013;4,1
MG;3106655;Berizal;2013;4,4
MG;3106705;Betim;2013;4,4
MG;3106804;Bias Fortes;2013;3,5
MG;3106903;Bicas;2013;4,8
MG;3107000;Biquinhas;2013;4,6
MG;3107109;Boa Esperança;2013;5,1
MG;3107208;Bocaina de Minas;2013;4,4
MG;3107307;Bocaiúva;2013;4,6
MG;3107406;Bom Despacho;2013;4,8
MG;3107505;Bom Jardim de Minas;2013;5,5
MG;3107604;Bom Jesus da Penha;2013;5
MG;3107703;Bom Jesus do Amparo;2013;5,2
MG;3107802;Bom Jesus do Galho;2013;4,6
MG;3107901;Bom Repouso;2013;5,1
MG;3108008;Bom Sucesso;2013;5,7
MG;3108107;Bonfim;2013;5,2
MG;3108206;Bonfinópolis de Minas;2013;5,4
MG;3108255;Bonito de Minas;2013;4,1
MG;3108305;Borda da Mata;2013;4,9
MG;3108404;Botelhos;2013;5,3
MG;3108503;Botumirim;2013;4,9
MG;3108552;Brasilândia de Minas;2013;4,9
MG;3108602;Brasília de Minas;2013;4,4
MG;3108701;Brás Pires;2013;6,3
MG;3108800;Braúnas;2013;4,4
MG;3108909;Brazópolis;2013;4,2
MG;3109006;Brumadinho;2013;4,3
MG;3109105;Bueno Brandão;2013;5,5
MG;3109204;Buenópolis;2013;4,7
MG;3109253;Bugre;2013;-
MG;3109303;Buritis;2013;4,8
MG;3109402;Buritizeiro;2013;4,1
MG;3109451;Cabeceira Grande;2013;4
MG;3109501;Cabo Verde;2013;4,7
MG;3109600;Cachoeira da Prata;2013;4,7
MG;3109709;Cachoeira de Minas;2013;5,6
MG;3109808;Cachoeira Dourada;2013;5,1
MG;3109907;Caetanópolis;2013;5
MG;3110004;Caeté;2013;4,8
MG;3110103;Caiana;2013;4,9
MG;3110202;Cajuri;2013;4,1
MG;3110301;Caldas;2013;5
MG;3110400;Camacho;2013;5,7
MG;3110509;Camanducaia;2013;4,6
MG;3110608;Cambuí;2013;5,2
MG;3110707;Cambuquira;2013;5
MG;3110806;Campanário;2013;4,3
MG;3110905;Campanha;2013;4,9
MG;3111002;Campestre;2013;4,9
MG;3111101;Campina Verde;2013;4,9
MG;3111150;Campo Azul;2013;4,2
MG;3111200;Campo Belo;2013;5,3
MG;3111309;Campo do Meio;2013;4,7
MG;3111408;Campo Florido;2013;3,8
MG;3111507;Campos Altos;2013;4,8
MG;3111606;Campos Gerais;2013;4,5
MG;3111705;Canaã;2013;5,5
MG;3111804;Canápolis;2013;4,6
MG;3111903;Cana Verde;2013;5,1
MG;3112000;Candeias;2013;5,4
MG;3112059;Cantagalo;2013;4,3
MG;3112109;Caparaó;2013;4,6
MG;3112208;Capela Nova;2013;5,4
MG;3112307;Capelinha;2013;5,3
MG;3112406;Capetinga;2013;5,5
MG;3112505;Capim Branco;2013;4,4
MG;3112604;Capinópolis;2013;4,6
MG;3112653;Capitão Andrade;2013;4,6
MG;3112703;Capitão Enéas;2013;3,8
MG;3112802;Capitólio;2013;5,1
MG;3112901;Caputira;2013;4,3
MG;3113008;Caraí;2013;3,9
MG;3113107;Caranaíba;2013;5
MG;3113206;Carandaí;2013;5,1
MG;3113305;Carangola;2013;3,8
MG;3113404;Caratinga;2013;4,7
MG;3113503;Carbonita;2013;5
MG;3113602;Careaçu;2013;4,7
MG;3113701;Carlos Chagas;2013;3,8
MG;3113800;Carmésia;2013;4,9
MG;3113909;Carmo da Cachoeira;2013;4,8
MG;3114006;Carmo da Mata;2013;4,4
MG;3114105;Carmo de Minas;2013;5,1
MG;3114204;Carmo do Cajuru;2013;4,2
MG;3114303;Carmo do Paranaíba;2013;5,4
MG;3114402;Carmo do Rio Claro;2013;5,1
MG;3114501;Carmópolis de Minas;2013;5,4
MG;3114550;Carneirinho;2013;4,5
MG;3114600;Carrancas;2013;4,3
MG;3114709;Carvalhópolis;2013;5,2
MG;3114808;Carvalhos;2013;5,8
MG;3114907;Casa Grande;2013;5,5
MG;3115003;Cascalho Rico;2013;4,9
MG;3115102;Cássia;2013;4,8
MG;3115201;Conceição da Barra de Minas;2013;4,8
MG;3115300;Cataguases;2013;4,3
MG;3115359;Catas Altas;2013;4,7
MG;3115409;Catas Altas da Noruega;2013;4,2
MG;3115458;Catuji;2013;3,7
MG;3115474;Catuti;2013;4,4
MG;3115508;Caxambu;2013;5,2
MG;3115607;Cedro do Abaeté;2013;-
MG;3115706;Central de Minas;2013;4,4
MG;3115805;Centralina;2013;4,4
MG;3115904;Chácara;2013;5,5
MG;3116001;Chalé;2013;5,2
MG;3116100;Chapada do Norte;2013;4,6
MG;3116159;Chapada Gaúcha;2013;4,8
MG;3116209;Chiador;2013;3,8
MG;3116308;Cipotânea;2013;4,4
MG;3116407;Claraval;2013;4,7
MG;3116506;Claro dos Poções;2013;4,8
MG;3116605;Cláudio;2013;5,6
MG;3116704;Coimbra;2013;5,2
MG;3116803;Coluna;2013;5,3
MG;3116902;Comendador Gomes;2013;5,2
MG;3117009;Comercinho;2013;-
MG;3117108;Conceição da Aparecida;2013;6
MG;3117207;Conceição das Pedras;2013;6,2
MG;3117306;Conceição das Alagoas;2013;4,7
MG;3117405;Conceição de Ipanema;2013;-
MG;3117504;Conceição do Mato Dentro;2013;3,9
MG;3117603;Conceição do Pará;2013;4,6
MG;3117702;Conceição do Rio Verde;2013;4,6
MG;3117801;Conceição dos Ouros;2013;5,5
MG;3117836;Cônego Marinho;2013;3,7
MG;3117876;Confins;2013;4,3
MG;3117900;Congonhal;2013;5,2
MG;3118007;Congonhas;2013;4,6
MG;3118106;Congonhas do Norte;2013;4,9
MG;3118205;Conquista;2013;4,8
MG;3118304;Conselheiro Lafaiete;2013;4,8
MG;3118403;Conselheiro Pena;2013;4,9
MG;3118502;Consolação;2013;-
MG;3118601;Contagem;2013;4,3
MG;3118700;Coqueiral;2013;4,9
MG;3118809;Coração de Jesus;2013;4,5
MG;3118908;Cordisburgo;2013;5,1
MG;3119005;Cordislândia;2013;3,8
MG;3119104;Corinto;2013;4,9
MG;3119203;Coroaci;2013;5,5
MG;3119302;Coromandel;2013;5,6
MG;3119401;Coronel Fabriciano;2013;4,7
MG;3119500;Coronel Murta;2013;5,1
MG;3119609;Coronel Pacheco;2013;4,3
MG;3119708;Coronel Xavier Chaves;2013;6,3
MG;3119807;Córrego Danta;2013;4,5
MG;3119906;Córrego do Bom Jesus;2013;5,7
MG;3119955;Córrego Fundo;2013;5,2
MG;3120003;Córrego Novo;2013;4,4
MG;3120102;Couto de Magalhães de Minas;2013;4,1
MG;3120151;Crisólita;2013;3,9
MG;3120201;Cristais;2013;5,1
MG;3120300;Cristália;2013;3,8
MG;3120409;Cristiano Otoni;2013;4,2
MG;3120508;Cristina;2013;4,2
MG;3120607;Crucilândia;2013;4,5
MG;3120706;Cruzeiro da Fortaleza;2013;5,5
MG;3120805;Cruzília;2013;5,4
MG;3120839;Cuparaque;2013;5
MG;3120870;Curral de Dentro;2013;4,6
MG;3120904;Curvelo;2013;4,8
MG;3121001;Datas;2013;4,5
MG;3121100;Delfim Moreira;2013;5,1
MG;3121209;Delfinópolis;2013;5,3
MG;3121258;Delta;2013;4,1
MG;3121308;Descoberto;2013;6,1
MG;3121407;Desterro de Entre Rios;2013;5,5
MG;3121506;Desterro do Melo;2013;5,8
MG;3121605;Diamantina;2013;4,2
MG;3121704;Diogo de Vasconcelos;2013;4,3
MG;3121803;Dionísio;2013;4,7
MG;3121902;Divinésia;2013;5
MG;3122009;Divino;2013;4,3
MG;3122108;Divino das Laranjeiras;2013;4,8
MG;3122207;Divinolândia de Minas;2013;5
MG;3122306;Divinópolis;2013;4,8
MG;3122355;Divisa Alegre;2013;4,6
MG;3122405;Divisa Nova;2013;4,8
MG;3122454;Divisópolis;2013;5,1
MG;3122470;Dom Bosco;2013;5,1
MG;3122504;Dom Cavati;2013;4,5
MG;3122603;Dom Joaquim;2013;4,3
MG;3122702;Dom Silvério;2013;5,7
MG;3122801;Dom Viçoso;2013;5,6
MG;3122900;Dona Eusébia;2013;5,2
MG;3123007;Dores de Campos;2013;4,7
MG;3123106;Dores de Guanhães;2013;5,1
MG;3123205;Dores do Indaiá;2013;4,9
MG;3123304;Dores do Turvo;2013;5,5
MG;3123403;Doresópolis;2013;-
MG;3123502;Douradoquara;2013;4,8
MG;3123528;Durandé;2013;4,1
MG;3123601;Elói Mendes;2013;5
MG;3123700;Engenheiro Caldas;2013;4,8
MG;3123809;Engenheiro Navarro;2013;4
MG;3123858;Entre Folhas;2013;4,9
MG;3123908;Entre Rios de Minas;2013;5,2
MG;3124005;Ervália;2013;5,3
MG;3124104;Esmeraldas;2013;4,4
MG;3124203;Espera Feliz;2013;4,5
MG;3124302;Espinosa;2013;4,4
MG;3124401;Espírito Santo do Dourado;2013;4,9
MG;3124500;Estiva;2013;4,5
MG;3124609;Estrela Dalva;2013;-
